ticker,in_orats,in_polygon,source
SAND,1,1,both
SANG,0,1,polygon
SANM,1,1,both
SANMD,1,0,orats
SANW,1,1,both
SAP,1,1,both
SAPE,1,0,orats
SAPH,1,0,orats
SAR,1,1,both
SARK,1,1,both
SARO,1,0,orats
SASI,1,1,both
SASR,1,1,both
SAT,0,1,polygon
SATA,1,0,orats
SATC,1,0,orats
SATCQ,1,0,orats
SATG,1,0,orats
SATL,1,1,both
SATLW,0,1,polygon
SATO,1,1,both
SATS,1,1,both
SATX,0,1,polygon
SAUG,0,1,polygon
SAVA,1,1,both
SAVAW,0,1,polygon
SAVE,1,1,both
SAW,1,0,orats
SAY,1,1,both
SAYCY,1,0,orats
SAZ,0,1,polygon
SB,1,1,both
SBAC,1,1,both
SBB,1,1,both
SBBA,0,1,polygon
SBBP,1,0,orats
SBCF,1,1,both
SBE,1,0,orats
SBEA,1,0,orats
SBET,1,1,both
SBEV,1,1,both
SBFG,0,1,polygon
SBFM,0,1,polygon
SBG,1,0,orats
SBGI,1,1,both
SBGL,1,0,orats
SBH,1,1,both
SBI,0,1,polygon
SBIB,1,0,orats
SBIO,1,1,both
SBIT,1,0,orats
SBL,1,0,orats
SBLK,1,1,both
SBM,1,0,orats
SBND,0,1,polygon
SBNY,1,0,orats
SBOW,1,1,both
SBR,0,1,polygon
SBRA,1,1,both
SBS,1,1,both
SBSA,1,0,orats
SBSI,1,1,both
SBSW,1,1,both
SBT,1,1,both
SBTU,1,0,orats
SBTX,1,0,orats
SBU,1,0,orats
SBUG,1,0,orats
SBUX,1,1,both
SBX,1,0,orats
SBXC,0,1,polygon
SBXC.U,0,1,polygon
SBXC.WS,0,1,polygon
SBY,1,0,orats
SBpC,0,1,polygon
SBpD,0,1,polygon
SC,1,0,orats
SCA,1,0,orats
SCAI,1,0,orats
SCAP,0,1,polygon
SCBT,1,0,orats
SCC,1,1,both
SCCB,0,1,polygon
SCCC,0,1,polygon
SCCD,0,1,polygon
SCCE,0,1,polygon
SCCF,0,1,polygon
SCCG,0,1,polygon
SCCO,1,1,both
SCD,0,1,polygon
SCEI,1,0,orats
SCEpG,0,1,polygon
SCEpH,0,1,polygon
SCEpJ,0,1,polygon
SCEpK,0,1,polygon
SCEpL,0,1,polygon
SCEpM,0,1,polygon
SCG,1,0,orats
SCHA,1,1,both
SCHB,1,1,both
SCHC,1,1,both
SCHD,1,1,both
SCHE,1,1,both
SCHF,1,1,both
SCHG,1,1,both
SCHH,1,1,both
SCHI,1,1,both
SCHJ,1,1,both
SCHK,1,1,both
SCHL,1,1,both
SCHM,1,1,both
SCHN,1,0,orats
SCHO,1,1,both
SCHP,1,1,both
SCHQ,0,1,polygon
SCHR,1,1,both
SCHS,1,0,orats
SCHSQ,1,0,orats
SCHV,1,1,both
SCHW,1,1,both
SCHWpD,0,1,polygon
SCHWpJ,0,1,polygon
SCHX,1,1,both
SCHY,1,1,both
SCHZ,1,1,both
SCI,1,1,both
SCIF,1,0,orats
SCJ,1,1,both
SCKT,0,1,polygon
SCL,1,1,both
SCLN,1,0,orats
SCLX,1,1,both
SCLXW,0,1,polygon
SCM,1,1,both
SCMB,0,1,polygon
SCMP,1,0,orats
SCMR,1,0,orats
SCNB,1,0,orats
SCNI,0,1,polygon
SCO,1,1,both
SCOK,1,0,orats
SCON,1,0,orats
SCOR,1,1,both
SCP,1,0,orats
SCPB,1,0,orats
SCPH,1,1,both
SCPL,1,0,orats
SCPX,1,0,orats
SCR,1,0,orats
SCRM,0,1,polygon
SCRMU,0,1,polygon
SCRMW,0,1,polygon
SCRX,1,0,orats
SCS,1,1,both
SCSC,1,1,both
SCSS,1,0,orats
SCT,1,0,orats
SCTL,1,1,both
SCTY,1,0,orats
SCU,1,0,orats
SCUR,1,0,orats
SCVL,1,1,both
SCWO,0,1,polygon
SCWX,1,1,both
SCX,0,1,polygon
SCYB,0,1,polygon
SCYX,1,1,both
SCZ,1,1,both
SD,1,1,both
SDA,1,1,both
SDAWW,0,1,polygon
SDC,1,0,orats
SDCI,1,1,both
SDD,1,1,both
SDEM,1,1,both
SDG,0,1,polygon
SDGR,1,1,both
SDHY,0,1,polygon
SDIG,1,1,both
SDIV,1,1,both
SDLP,1,0,orats
SDOC,1,0,orats
SDOCQ,1,0,orats
SDOG,1,1,both
SDOT,0,1,polygon
SDOW,1,1,both
SDP,1,1,both
SDPI,0,1,polygon
SDR,1,0,orats
SDRL,1,1,both
SDS,1,1,both
SDSI,0,1,polygon
SDT,1,0,orats
SDTH,1,0,orats
SDTHQ,1,0,orats
SDVD,0,1,polygon
SDVY,1,1,both
SDXC,1,0,orats
SDY,1,1,both
SE,1,1,both
SEA,1,1,both
SEAC,1,0,orats
SEAH,1,0,orats
SEALpA,0,1,polygon
SEALpB,0,1,polygon
SEAS,1,1,both
SEAT,1,1,both
SEATW,0,1,polygon
SEB,0,1,polygon
SECO,1,1,both
SECT,1,1,both
SEDA,0,1,polygon
SEDA.U,0,1,polygon
SEDA.WS,0,1,polygon
SEDG,1,1,both
SEE,1,1,both
SEED,1,1,both
SEEL,1,1,both
SEER,1,1,both
SEF,1,1,both
SEG,1,0,orats
SEH,1,0,orats
SEI,1,0,orats
SEIC,1,1,both
SEIM,0,1,polygon
SEIQ,0,1,polygon
SEIV,0,1,polygon
SEIX,0,1,polygon
SELB,1,0,orats
SELF,1,1,both
SELV,0,1,polygon
SEM,1,1,both
SEMG,1,0,orats
SEMI,1,1,both
SEMR,1,1,both
SEND,1,0,orats
SENEA,0,1,polygon
SENEB,0,1,polygon
SENS,1,1,both
SENT,1,0,orats
SEP,1,0,orats
SEPA,0,1,polygon
SEPAW,0,1,polygon
SEPN,1,0,orats
SEPR,1,0,orats
SEPT,0,1,polygon
SEPW,0,1,polygon
SEPZ,0,1,polygon
SERA,1,1,both
SERV,1,0,orats
SES,1,1,both
SES.WS,0,1,polygon
SESN,1,0,orats
SETH,1,1,both
SETM,0,1,polygon
SEV,1,0,orats
SEVN,1,1,both
SEZL,1,1,both
SF,1,1,both
SFB,0,1,polygon
SFBC,0,1,polygon
SFBS,1,1,both
SFC,1,0,orats
SFD,1,0,orats
SFE,1,1,both
SFG,1,0,orats
SFI,1,0,orats
SFIG,0,1,polygon
SFIX,1,1,both
SFL,1,1,both
SFLO,0,1,polygon
SFLR,0,1,polygon
SFLY,1,0,orats
SFM,1,1,both
SFN,1,0,orats
SFNC,1,1,both
SFNT,1,0,orats
SFR,1,0,orats
SFS,1,0,orats
SFSF,1,0,orats
SFST,1,1,both
SFT,1,0,orats
SFTW,1,0,orats
SFUN,1,0,orats
SFWL,0,1,polygon
SFXE,1,0,orats
SFXEQ,1,0,orats
SFY,1,1,both
SFYF,1,1,both
SFYW,1,0,orats
SFYWQ,1,0,orats
SFYX,1,1,both
SFpB,0,1,polygon
SFpC,0,1,polygon
SFpD,0,1,polygon
SG,1,1,both
SGA,0,1,polygon
SGBK,1,0,orats
SGBX,1,1,both
SGC,1,1,both
SGD,0,1,polygon
SGDJ,1,1,both
SGDM,1,1,both
SGE,0,1,polygon
SGEN,1,0,orats
SGFY,1,0,orats
SGG,1,0,orats
SGGB,1,0,orats
SGGFF,1,0,orats
SGH,1,1,both
SGHC,1,1,both
SGHT,1,1,both
SGI,1,0,orats
SGLB,1,0,orats
SGLC,0,1,polygon
SGLY,1,1,both
SGMA,0,1,polygon
SGML,1,1,both
SGMO,1,1,both
SGMS,1,0,orats
SGMT,1,1,both
SGN,0,1,polygon
SGNT,1,0,orats
SGOC,1,0,orats
SGOL,1,1,both
SGOV,1,1,both
SGP,1,0,orats
SGR,1,0,orats
SGRP,0,1,polygon
SGRY,1,1,both
SGTL,1,0,orats
SGTX,1,0,orats
SGU,1,1,both
SGY,1,0,orats
SGYP,1,0,orats
SH,1,1,both
SHAG,0,1,polygon
SHAK,1,1,both
SHAP,0,1,polygon
SHAW,1,0,orats
SHBI,1,1,both
SHC,1,1,both
SHCO,1,1,both
SHCR,1,1,both
SHCRW,0,1,polygon
SHDG,0,1,polygon
SHE,1,1,both
SHEH,1,0,orats
SHEL,1,1,both
SHEN,1,1,both
SHF,1,0,orats
SHFL,1,0,orats
SHFS,0,1,polygon
SHFSW,0,1,polygon
SHG,1,1,both
SHI,1,0,orats
SHIM,0,1,polygon
SHIP,1,1,both
SHLD,1,1,both
SHLDQ,1,0,orats
SHLL,1,0,orats
SHLM,1,0,orats
SHLO,1,0,orats
SHLS,1,1,both
SHLT,0,1,polygon
SHLX,1,0,orats
SHM,1,1,both
SHNY,0,1,polygon
SHO,1,1,both
SHOC,0,1,polygon
SHOO,1,1,both
SHOP,1,1,both
SHOR,1,0,orats
SHOS,1,0,orats
SHOT,1,1,both
SHOTW,0,1,polygon
SHOpH,0,1,polygon
SHOpI,0,1,polygon
SHPG,1,0,orats
SHPGY,1,0,orats
SHPH,0,1,polygon
SHPP,0,1,polygon
SHPW,1,1,both
SHPWW,0,1,polygon
SHRP,1,0,orats
SHRPQ,1,0,orats
SHRT,0,1,polygon
SHS,1,0,orats
SHUS,0,1,polygon
SHV,1,1,both
SHW,1,1,both
SHX,1,0,orats
SHY,1,1,both
SHYD,0,1,polygon
SHYF,1,1,both
SHYG,1,1,both
SHYL,0,1,polygon
SHZ,1,0,orats
SI,1,0,orats
SIAL,1,0,orats
SIBN,1,1,both
SIC,1,0,orats
SICP,1,0,orats
SID,1,1,both
SIDU,1,1,both
SIE,1,0,orats
SIEB,1,1,both
SIEGY,1,0,orats
SIEN,1,1,both
SIF,0,1,polygon
SIFY,1,1,both
SIG,1,1,both
SIGA,1,1,both
SIGAQ,1,0,orats
SIGI,1,1,both
SIGIP,0,1,polygon
SIGM,1,0,orats
SIHY,0,1,polygon
SII,1,1,both
SIJ,1,1,both
SIL,1,1,both
SILA,1,0,orats
SILC,1,1,both
SILJ,1,1,both
SILK,1,1,both
SILO,0,1,polygon
SILV,1,1,both
SILX,1,0,orats
SIM,1,1,both
SIMG,1,0,orats
SIMO,1,1,both
SIMS,1,1,both
SIN,1,0,orats
SINA,1,0,orats
SING,0,1,polygon
SINO,1,0,orats
SINT,0,1,polygon
SINV,1,0,orats
SION,1,0,orats
SIOX,1,0,orats
SIR,1,0,orats
SIRF,1,0,orats
SIRI,1,1,both
SIRO,1,0,orats
SIRT,1,0,orats
SISI,0,1,polygon
SITC,1,1,both
SITCpA,0,1,polygon
SITE,1,1,both
SITM,1,1,both
SIVB,1,0,orats
SIVR,1,1,both
SIX,1,1,both
SIXA,0,1,polygon
SIXG,1,0,orats
SIXH,0,1,polygon
SIXJ,0,1,polygon
SIXL,0,1,polygon
SIXO,0,1,polygon
SIXS,0,1,polygon
SIZE,1,1,both
SJ,0,1,polygon
SJB,1,1,both
SJI,1,0,orats
SJIM,1,1,both
SJM,1,1,both
SJNK,1,1,both
SJR,1,0,orats
SJT,1,1,both
SJW,1,1,both
SKA,1,0,orats
SKE,1,1,both
SKF,1,1,both
SKGR,0,1,polygon
SKGRU,0,1,polygon
SKGRW,0,1,polygon
SKH,1,0,orats
SKIL,1,1,both
SKIN,1,1,both
SKIS,1,0,orats
SKLZ,1,1,both
SKM,1,1,both
SKOR,0,1,polygon
SKRE,1,1,both
SKS,1,0,orats
SKT,1,1,both
SKUL,1,0,orats
SKWD,1,1,both
SKX,1,1,both
SKY,1,1,both
SKYE,1,0,orats
SKYH,1,1,both
SKYH.WS,0,1,polygon
SKYT,1,1,both
SKYU,1,1,both
SKYW,1,1,both
SKYX,1,1,both
SKYY,1,1,both
SLAB,1,1,both
SLAC,1,0,orats
SLACU,0,1,polygon
SLACW,0,1,polygon
SLAI,1,0,orats
SLAM,0,1,polygon
SLAMU,0,1,polygon
SLAMW,0,1,polygon
SLB,1,1,both
SLCA,1,1,both
SLCR,1,0,orats
SLDB,1,1,both
SLDE,1,0,orats
SLDP,1,1,both
SLDPW,0,1,polygon
SLE,1,1,both
SLF,1,1,both
SLG,1,1,both
SLGC,1,1,both
SLGCW,0,1,polygon
SLGG,1,0,orats
SLGL,1,1,both
SLGN,1,1,both
SLGpI,0,1,polygon
SLH,1,0,orats
SLI,1,1,both
SLM,1,1,both
SLMBP,0,1,polygon
SLN,1,1,both
SLNA,0,1,polygon
SLNAW,0,1,polygon
SLND,0,1,polygon
SLND.WS,0,1,polygon
SLNG,0,1,polygon
SLNH,1,1,both
SLNHP,0,1,polygon
SLNK,1,0,orats
SLNO,1,1,both
SLON,1,0,orats
SLP,1,1,both
SLQD,1,1,both
SLQT,1,1,both
SLR,1,0,orats
SLRC,1,1,both
SLRN,1,1,both
SLRX,0,1,polygon
SLS,1,1,both
SLSR,1,0,orats
SLT,1,0,orats
SLTD,1,0,orats
SLV,1,1,both
SLVM,1,1,both
SLVO,0,1,polygon
SLVP,1,1,both
SLVR,1,0,orats
SLW,1,0,orats
SLX,1,1,both
SLXA,1,0,orats
SLXP,1,0,orats
SLY,1,0,orats
SLYG,1,1,both
SLYV,1,1,both
SM,1,1,both
SMA,1,0,orats
SMAR,1,1,both
SMAY,0,1,polygon
SMB,1,1,both
SMBC,1,1,both
SMBK,1,1,both
SMBL,1,0,orats
SMC,1,0,orats
SMCF,1,1,both
SMCI,1,1,both
SMCL,1,0,orats
SMCO,0,1,polygon
SMCP,0,1,polygon
SMCX,1,0,orats
SMCY,1,0,orats
SMDD,1,1,both
SMDI,1,0,orats
SMDV,1,1,both
SMDY,0,1,polygon
SMED,1,0,orats
SMFG,1,1,both
SMFL,0,1,polygon
SMFR,1,0,orats
SMG,1,1,both
SMH,1,1,both
SMHB,0,1,polygon
SMHI,1,1,both
SMHX,1,0,orats
SMHYL,1,0,orats
SMI,1,1,both
SMID,0,1,polygon
SMIG,0,1,polygon
SMIN,1,1,both
SMIZ,0,1,polygon
SMK,1,0,orats
SML,1,0,orats
SMLE,0,1,polygon
SMLF,1,1,both
SMLL,1,0,orats
SMLP,1,1,both
SMLR,1,1,both
SMLV,1,1,both
SMMD,1,1,both
SMMF,1,1,both
SMMT,1,1,both
SMMU,0,1,polygon
SMMV,0,1,polygon
SMMX,1,0,orats
SMN,1,1,both
SMOD,1,0,orats
SMOG,1,1,both
SMOT,1,1,both
SMP,1,1,both
SMPL,1,1,both
SMR,1,1,both
SMR.WS,0,1,polygon
SMRI,0,1,polygon
SMRT,1,1,both
SMS,1,0,orats
SMSC,1,0,orats
SMSI,1,1,both
SMSMY,1,0,orats
SMST,1,0,orats
SMT,1,0,orats
SMTA,1,0,orats
SMTC,1,1,both
SMTH,0,1,polygon
SMTI,0,1,polygon
SMTL,1,0,orats
SMTS,1,0,orats
SMTX,1,0,orats
SMU,1,0,orats
SMUP,1,0,orats
SMWB,1,1,both
SMX,1,1,both
SMXWW,0,1,polygon
SMZ,1,0,orats
SN,1,1,both
SNA,1,1,both
SNAG,1,0,orats
SNAK,1,0,orats
SNAL,0,1,polygon
SNAP,1,1,both
SNAV,0,1,polygon
SNAX,0,1,polygon
SNAXW,0,1,polygon
SNBC,1,0,orats
SNBR,1,1,both
SNC,1,0,orats
SNCE,0,1,polygon
SNCR,1,1,both
SNCRL,0,1,polygon
SNCY,1,1,both
SND,1,1,both
SNDA,1,1,both
SNDK,1,0,orats
SNDL,1,1,both
SNDR,1,1,both
SNDU,1,0,orats
SNDX,1,1,both
SNE,1,0,orats
SNEC,1,0,orats
SNES,0,1,polygon
SNEX,1,1,both
SNFCA,0,1,polygon
SNGX,0,1,polygon
SNH,1,0,orats
SNHY,1,0,orats
SNI,1,0,orats
SNIC,1,0,orats
SNII,1,0,orats
SNLN,1,0,orats
SNMP,0,1,polygon
SNMX,1,0,orats
SNN,1,1,both
SNOA,0,1,polygon
SNOU,1,0,orats
SNOV,0,1,polygon
SNOW,1,1,both
SNOY,1,0,orats
SNP,1,0,orats
SNPD,0,1,polygon
SNPE,1,1,both
SNPG,0,1,polygon
SNPO,1,1,both
SNPR,1,0,orats
SNPS,1,1,both
SNPX,1,1,both
SNR,1,0,orats
SNS,1,0,orats
SNSE,0,1,polygon
SNSR,1,1,both
SNSS,1,0,orats
SNT,1,1,both
SNTA,1,0,orats
SNTG,0,1,polygon
SNTI,0,1,polygon
SNTS,1,0,orats
SNUS,1,0,orats
SNV,1,1,both
SNVpD,0,1,polygon
SNVpE,0,1,polygon
SNWL,1,0,orats
SNX,1,1,both
SNXX,1,0,orats
SNY,1,1,both
SO,1,1,both
SOA,1,0,orats
SOAC,1,0,orats
SOAP,1,0,orats
SOAR,0,1,polygon
SOAR.WS,0,1,polygon
SOBO,1,0,orats
SOBR,0,1,polygon
SOC,1,0,orats
SOCL,1,1,both
SODA,1,0,orats
SOEZ,1,0,orats
SOF,0,1,polygon
SOFI,1,1,both
SOFX,1,0,orats
SOGC,1,0,orats
SOGCQ,1,0,orats
SOGO,1,0,orats
SOGP,1,0,orats
SOGU,1,0,orats
SOHO,0,1,polygon
SOHOB,0,1,polygon
SOHON,0,1,polygon
SOHOO,0,1,polygon
SOHU,1,1,both
SOI,1,1,both
SOJC,0,1,polygon
SOJD,0,1,polygon
SOJE,0,1,polygon
SOL,1,1,both
SOLC,1,0,orats
SOLD,1,0,orats
SOLF,1,0,orats
SOLO,1,1,both
SOLR,1,1,both
SOLS,1,0,orats
SOLT,1,0,orats
SOLV,1,0,orats
SOLY,1,0,orats
SOLZ,1,0,orats
SOMX,1,0,orats
SON,1,1,both
SONC,1,0,orats
SOND,1,1,both
SONDW,0,1,polygon
SONE,1,0,orats
SONM,0,1,polygon
SONN,0,1,polygon
SONO,1,1,both
SONS,1,0,orats
SONY,1,1,both
SOPA,0,1,polygon
SOPH,1,1,both
SOR,0,1,polygon
SORC,1,0,orats
SORL,1,0,orats
SOS,1,1,both
SOTK,0,1,polygon
SOUN,1,1,both
SOUNW,0,1,polygon
SOV,1,0,orats
SOVF,0,1,polygon
SOVO,1,1,both
SOX,1,0,orats
SOXL,1,1,both
SOXM,1,0,orats
SOXQ,1,1,both
SOXS,1,1,both
SOXW,1,0,orats
SOXX,1,1,both
SOXY,1,0,orats
SOYB,1,1,both
SP,1,1,both
SPA,1,0,orats
SPAB,1,1,both
SPAI,1,0,orats
SPAK,1,0,orats
SPAM,0,1,polygon
SPAQ,1,0,orats
SPAR,1,0,orats
SPAX,0,1,polygon
SPB,1,1,both
SPBC,1,1,both
SPBO,1,1,both
SPC,1,1,both
SPCB,0,1,polygon
SPCE,1,1,both
SPCI,1,0,orats
SPCK,1,0,orats
SPCX,1,1,both
SPD,1,1,both
SPDG,0,1,polygon
SPDN,1,1,both
SPDV,0,1,polygon
SPDW,1,1,both
SPE,0,1,polygon
SPEC,0,1,polygon
SPECW,0,1,polygon
SPEM,1,1,both
SPEU,1,1,both
SPEpC,0,1,polygon
SPF,1,0,orats
SPFF,1,1,both
SPFI,1,1,both
SPFR,1,0,orats
SPG,1,1,both
SPGC,0,1,polygon
SPGI,1,1,both
SPGM,1,1,both
SPGP,1,1,both
SPGpJ,0,1,polygon
SPH,1,1,both
SPHB,1,1,both
SPHD,1,1,both
SPHQ,1,1,both
SPHR,1,1,both
SPHS,1,0,orats
SPHY,1,1,both
SPI,1,1,both
SPIB,1,1,both
SPIL,1,0,orats
SPIP,1,1,both
SPIR,1,1,both
SPKE,1,0,orats
SPKL,0,1,polygon
SPKLU,0,1,polygon
SPKLW,0,1,polygon
SPKX,1,0,orats
SPKY,1,0,orats
SPLB,1,1,both
SPLG,1,1,both
SPLK,1,1,both
SPLP,0,1,polygon
SPLPpA,0,1,polygon
SPLS,1,0,orats
SPLV,1,1,both
SPMB,1,1,both
SPMD,1,1,both
SPMO,1,1,both
SPMV,1,0,orats
SPN,1,0,orats
SPNC,1,0,orats
SPNE,1,0,orats
SPNS,1,1,both
SPNT,1,1,both
SPNTpB,0,1,polygon
SPNV,1,0,orats
SPOG,1,0,orats
SPOK,1,1,both
SPOT,1,1,both
SPP,1,0,orats
SPPI,1,0,orats
SPPJY,1,0,orats
SPPL,0,1,polygon
SPPP,0,1,polygon
SPQ,0,1,polygon
SPR,1,1,both
SPRB,1,1,both
SPRC,0,1,polygon
SPRD,1,0,orats
SPRE,0,1,polygon
SPRO,1,1,both
SPRQ,1,0,orats
SPRT,1,0,orats
SPRU,1,1,both
SPRX,1,1,both
SPRY,1,1,both
SPSB,1,1,both
SPSC,1,1,both
SPSK,0,1,polygon
SPSM,1,1,both
SPSN,1,0,orats
SPSS,1,0,orats
SPSX,1,0,orats
SPT,1,1,both
SPTE,0,1,polygon
SPTI,1,1,both
SPTL,1,1,both
SPTM,1,1,both
SPTN,1,1,both
SPTS,1,1,both
SPU,1,0,orats
SPUC,0,1,polygon
SPUS,0,1,polygon
SPUU,1,1,both
SPVM,1,1,both
SPVU,1,1,both
SPW,1,0,orats
SPWH,1,1,both
SPWO,0,1,polygon
SPWR,1,1,both
SPWRA,1,0,orats
SPWRB,1,0,orats
SPX,1,0,orats
SPXB,0,1,polygon
SPXC,1,1,both
SPXE,1,1,both
SPXL,1,1,both
SPXN,1,1,both
SPXPM,1,0,orats
SPXS,1,1,both
SPXT,1,1,both
SPXU,1,1,both
SPXV,1,1,both
SPXX,0,1,polygon
SPXZ,1,0,orats
SPY,1,1,both
SPYB,1,0,orats
SPYC,0,1,polygon
SPYD,1,1,both
SPYG,1,1,both
SPYH,1,0,orats
SPYI,1,1,both
SPYJ,1,0,orats
SPYM,1,0,orats
SPYQ,1,0,orats
SPYT,1,0,orats
SPYV,1,1,both
SPYX,1,1,both
SQ,1,1,both
SQBG,1,0,orats
SQEW,0,1,polygon
SQFT,1,1,both
SQFTP,0,1,polygon
SQFTW,0,1,polygon
SQI,1,0,orats
SQLV,0,1,polygon
SQM,1,1,both
SQNM,1,0,orats
SQNS,1,1,both
SQQQ,1,1,both
SQSP,1,1,both
SQY,1,1,both
SQZ,1,0,orats
SR,1,1,both
SRA,1,0,orats
SRAC,1,0,orats
SRAD,1,1,both
SRAQ,1,0,orats
SRAX,1,0,orats
SRBK,0,1,polygon
SRC,1,1,both
SRCE,1,1,both
SRCI,1,0,orats
SRCL,1,1,both
SRCpA,0,1,polygon
SRDX,1,1,both
SRE,1,1,both
SREA,0,1,polygon
SRET,1,1,both
SREV,1,0,orats
SRFM,0,1,polygon
SRG,1,1,both
SRGA,1,0,orats
SRGpA,0,1,polygon
SRHR,0,1,polygon
SRI,1,1,both
SRL,1,1,both
SRLN,1,1,both
SRLP,1,0,orats
SRM,0,1,polygon
SRNE,1,0,orats
SRNG,1,0,orats
SROI,0,1,polygon
SRP,1,0,orats
SRPT,1,1,both
SRPU,1,0,orats
SRRA,1,0,orats
SRRK,1,1,both
SRS,1,1,both
SRT,1,1,both
SRTA,1,0,orats
SRTS,1,1,both
SRTY,1,1,both
SRV,0,1,polygon
SRVR,1,1,both
SRX,1,0,orats
SRZ,1,0,orats
SRZN,0,1,polygon
SRZNW,0,1,polygon
SRpA,0,1,polygon
SSB,1,1,both
SSBI,0,1,polygon
SSBK,0,1,polygon
SSC,1,0,orats
SSCC,1,0,orats
SSCCQ,1,0,orats
SSD,1,1,both
SSE,1,0,orats
SSEI,1,0,orats
SSEIQ,1,0,orats
SSFI,0,1,polygon
SSG,1,1,both
SSH,1,0,orats
SSI,1,0,orats
SSIC,0,1,polygon
SSK,1,0,orats
SSKN,0,1,polygon
SSL,1,1,both
SSLT,1,0,orats
SSN,1,0,orats
SSNC,1,1,both
SSNI,1,0,orats
SSNT,0,1,polygon
SSNYY,1,0,orats
SSO,1,1,both
SSP,1,1,both
SSPK,1,0,orats
SSPX,0,1,polygon
SSPY,0,1,polygon
SSRG,1,0,orats
SSRI,1,0,orats
SSRM,1,1,both
SSRX,1,0,orats
SSS,1,0,orats
SSSS,1,1,both
SSSSL,0,1,polygon
SST,1,1,both
SST.WS,0,1,polygon
SSTI,1,1,both
SSTK,1,1,both
SSUP,1,0,orats
SSUS,1,1,both
SSW,1,0,orats
SSXU,0,1,polygon
SSY,0,1,polygon
SSYS,1,1,both
ST,1,1,both
STA,1,0,orats
STAA,1,1,both
STAB,1,0,orats
STAF,0,1,polygon
STAG,1,1,both
STAN,1,0,orats
STAR,1,0,orats
STAX,0,1,polygon
STAY,1,0,orats
STB,1,0,orats
STBA,1,1,both
STBX,0,1,polygon
STBZ,1,0,orats
STC,1,1,both
STCE,1,1,both
STCK,1,0,orats
STCN,1,1,both
STD,1,0,orats
STE,1,1,both
STEC,1,0,orats
STEI,1,0,orats
STEL,1,1,both
STEM,1,1,both
STEP,1,1,both
STER,1,1,both
STEW,0,1,polygon
STEX,1,0,orats
STFC,1,0,orats
STG,0,1,polygon
STGF,1,0,orats
STGW,1,1,both
STH,1,0,orats
STHH,1,0,orats
STHO,1,1,both
STI,1,0,orats
STIC,1,0,orats
STIM,1,1,both
STIP,1,1,both
STIR,1,0,orats
STIX,0,1,polygon
STIXW,0,1,polygon
STJ,1,0,orats
STK,0,1,polygon
STKE,1,0,orats
STKH,1,1,both
STKL,1,1,both
STKS,1,1,both
STL,1,0,orats
STLA,1,1,both
STLD,1,1,both
STLG,0,1,polygon
STM,1,1,both
STML,1,0,orats
STMP,1,0,orats
STN,1,1,both
STNC,0,1,polygon
STNE,1,1,both
STNG,1,1,both
STNR,1,0,orats
STO,1,0,orats
STOK,1,1,both
STON,1,0,orats
STOR,1,0,orats
STOT,0,1,polygon
STP,1,0,orats
STPFQ,1,0,orats
STPK,1,0,orats
STPZ,1,1,both
STQ,1,0,orats
STR,1,1,both
STRA,1,1,both
STRC,1,1,both
STRCW,0,1,polygon
STRD,1,0,orats
STRF,1,0,orats
STRI,1,0,orats
STRL,1,1,both
STRM,1,1,both
STRO,1,1,both
STRP,1,0,orats
STRR,0,1,polygon
STRRP,0,1,polygon
STRS,0,1,polygon
STRT,0,1,polygon
STRV,1,1,both
STRW,0,1,polygon
STRY,1,0,orats
STRZ,1,0,orats
STRZA,1,0,orats
STS,1,0,orats
STSA,1,0,orats
STSI,1,0,orats
STSS,1,1,both
STSSW,0,1,polygon
STST,1,0,orats
STT,1,1,both
STTK,1,1,both
STTS,1,0,orats
STTSY,1,0,orats
STTX,1,0,orats
STTpD,0,1,polygon
STTpG,0,1,polygon
STUB,1,0,orats
STV,1,0,orats
STVN,1,1,both
STVVY,1,0,orats
STWD,1,1,both
STWO,1,0,orats
STX,1,1,both
STXD,0,1,polygon
STXE,1,1,both
STXG,0,1,polygon
STXK,0,1,polygon
STXS,1,1,both
STXT,0,1,polygon
STXV,0,1,polygon
STZ,1,1,both
SU,1,1,both
SUB,0,1,polygon
SUBC,1,0,orats
SUBCY,1,0,orats
SUBK,1,0,orats
SUBZ,1,0,orats
SUF,1,0,orats
SUG,1,0,orats
SUI,1,1,both
SUIG,1,0,orats
SUM,1,1,both
SUMO,1,0,orats
SUN,1,1,both
SUNB,1,0,orats
SUNC,1,0,orats
SUNE,1,0,orats
SUNEQ,1,0,orats
SUNH,1,0,orats
SUNHD,1,0,orats
SUNL,1,0,orats
SUNS,1,0,orats
SUNW,1,1,both
SUP,1,1,both
SUPG,1,0,orats
SUPL,1,1,both
SUPN,1,1,both
SUPP,0,1,polygon
SUPV,1,1,both
SUPX,1,0,orats
SURE,0,1,polygon
SURF,1,0,orats
SURG,1,1,both
SURGW,0,1,polygon
SURI,0,1,polygon
SUSA,1,1,both
SUSB,1,1,both
SUSC,0,1,polygon
SUSL,1,1,both
SUSP,1,0,orats
SUSQ,1,0,orats
SUSS,1,0,orats
SUTR,1,0,orats
SUZ,1,1,both
SV,1,0,orats
SVA,1,0,orats
SVAC,1,0,orats
SVAL,1,1,both
SVBI,1,0,orats
SVC,1,1,both
SVFA,1,0,orats
SVFAU,1,0,orats
SVFD,0,1,polygon
SVII,0,1,polygon
SVIIR,0,1,polygon
SVIIW,0,1,polygon
SVIX,1,1,both
