ticker,in_orats,in_polygon,source
CLS,1,1,both
CLSA,1,1,both
CLSC,1,1,both
CLSD,1,1,both
CLSE,0,1,polygon
CLSK,1,1,both
CLSM,0,1,polygon
CLSN,1,0,orats
CLST,0,1,polygon
CLSX,1,0,orats
CLSZ,1,0,orats
CLUB,1,0,orats
CLVR,1,1,both
CLVRW,0,1,polygon
CLVS,1,0,orats
CLVT,1,1,both
CLVTpA,0,1,polygon
CLW,1,1,both
CLWR,1,0,orats
CLWRD,1,0,orats
CLWT,0,1,polygon
CLX,1,1,both
CLXT,1,0,orats
CLY,1,0,orats
CLYM,1,0,orats
CLZR,1,0,orats
CM,1,1,both
CMA,1,1,both
CMAX,1,1,both
CMAXW,0,1,polygon
CMBM,1,1,both
CMBS,1,1,both
CMBT,1,0,orats
CMC,1,1,both
CMCA,0,1,polygon
CMCI,1,0,orats
CMCL,1,1,both
CMCM,1,1,both
CMCO,1,1,both
CMCSA,1,1,both
CMCSK,1,0,orats
CMCT,1,1,both
CMD,1,0,orats
CMDT,0,1,polygon
CMDY,1,1,both
CME,1,1,both
CMED,1,0,orats
CMEDQ,1,0,orats
CMEDY,1,0,orats
CMF,1,1,both
CMFN,1,0,orats
CMFO,1,0,orats
CMG,1,1,both
CMGE,1,0,orats
CMGG,1,0,orats
CMGI,1,0,orats
CMGID,1,0,orats
CMI,1,1,both
CML,1,0,orats
CMLF,1,0,orats
CMLP,1,0,orats
CMLS,1,1,both
CMLSQ,1,0,orats
CMLT,1,0,orats
CMMB,0,1,polygon
CMN,1,0,orats
CMND,0,1,polygon
CMO,1,0,orats
CMOS,1,0,orats
CMP,1,1,both
CMPO,1,1,both
CMPOW,0,1,polygon
CMPR,1,1,both
CMPS,1,1,both
CMPX,1,1,both
CMR,1,0,orats
CMRC,1,0,orats
CMRE,1,1,both
CMREpB,0,1,polygon
CMREpC,0,1,polygon
CMREpD,0,1,polygon
CMREpE,0,1,polygon
CMRG,1,0,orats
CMRX,1,1,both
CMS,1,1,both
CMSA,0,1,polygon
CMSC,0,1,polygon
CMSD,0,1,polygon
CMSpB,0,1,polygon
CMSpC,0,1,polygon
CMT,0,1,polygon
CMTG,1,1,both
CMTL,1,1,both
CMU,0,1,polygon
CMVT,1,0,orats
CMX,1,0,orats
CN,1,1,both
CNA,1,1,both
CNAT,1,0,orats
CNB,1,0,orats
CNBS,1,1,both
CNC,1,1,both
CNCE,1,0,orats
CNCG,1,0,orats
CNCR,0,1,polygon
CND,1,0,orats
CNDA,1,1,both
CNDA.U,0,1,polygon
CNDA.WS,0,1,polygon
CNDB,0,1,polygon
CNDB.WS,0,1,polygon
CNDO,1,0,orats
CNDT,1,1,both
CNE,1,0,orats
CNEP,1,0,orats
CNET,1,1,both
CNEY,0,1,polygon
CNF,0,1,polygon
CNFR,0,1,polygon
CNFRZ,0,1,polygon
CNGL,0,1,polygon
CNH,1,0,orats
CNHI,1,1,both
CNI,1,1,both
CNIC,1,0,orats
CNIT,1,0,orats
CNK,1,1,both
CNL,1,0,orats
CNM,1,1,both
CNMD,1,1,both
CNNE,1,1,both
CNNX,1,0,orats
CNO,1,1,both
CNOB,1,1,both
CNOBP,0,1,polygon
CNOpA,0,1,polygon
CNP,1,1,both
CNQ,1,1,both
CNQR,1,0,orats
CNR,1,0,orats
CNRG,1,1,both
CNS,1,1,both
CNSI,1,0,orats
CNSL,1,1,both
CNSP,0,1,polygon
CNST,1,0,orats
CNTA,1,1,both
CNTB,1,1,both
CNTF,1,0,orats
CNTG,0,1,polygon
CNTX,0,1,polygon
CNTY,1,1,both
CNU,1,0,orats
CNV,1,0,orats
CNVR,1,0,orats
CNVS,1,1,both
CNVY,1,0,orats
CNW,1,0,orats
CNX,1,1,both
CNXA,0,1,polygon
CNXC,1,1,both
CNXM,1,0,orats
CNXN,1,1,both
CNXT,1,1,both
CNXX,1,0,orats
CNYA,1,1,both
CO,1,0,orats
COAL,1,0,orats
COB,1,0,orats
COBZ,1,0,orats
COCH,0,1,polygon
COCHW,0,1,polygon
COCO,1,1,both
COCOQ,1,0,orats
COCP,0,1,polygon
CODA,0,1,polygon
CODE,1,0,orats
CODI,1,1,both
CODIpA,0,1,polygon
CODIpB,0,1,polygon
CODIpC,0,1,polygon
CODX,1,1,both
COE,0,1,polygon
COEP,0,1,polygon
COEPW,0,1,polygon
COF,1,1,both
COFS,0,1,polygon
COFpI,0,1,polygon
COFpJ,0,1,polygon
COFpK,0,1,polygon
COFpL,0,1,polygon
COFpN,0,1,polygon
COG,1,0,orats
COGN,1,0,orats
COGO,1,0,orats
COGT,1,1,both
COH,1,0,orats
COHN,0,1,polygon
COHR,1,1,both
COHU,1,1,both
COHX,1,0,orats
COIG,1,0,orats
COIN,1,1,both
COIW,1,0,orats
COKE,1,1,both
COL,1,0,orats
COLB,1,1,both
COLD,1,1,both
COLE,1,0,orats
COLL,1,1,both
COLM,1,1,both
COLO,1,0,orats
COLY,1,0,orats
COM,1,1,both
COMB,1,1,both
COMM,1,1,both
COMP,1,1,both
COMS,1,1,both
COMSP,0,1,polygon
COMSW,0,1,polygon
COMT,1,1,both
COMV,1,0,orats
CON,1,0,orats
CONE,1,0,orats
CONI,1,0,orats
CONL,1,1,both
CONN,1,1,both
CONR,1,0,orats
CONX,1,1,both
CONXW,0,1,polygon
CONY,1,1,both
COO,1,1,both
COOK,1,1,both
COOL,1,1,both
COOLU,0,1,polygon
COOLW,0,1,polygon
COOP,1,1,both
COP,1,1,both
COPJ,1,1,both
COPP,1,0,orats
COPX,1,1,both
COQ,1,0,orats
COR,1,1,both
CORD,1,0,orats
CORE,1,0,orats
CORI,1,0,orats
CORN,1,1,both
CORO,1,0,orats
CORP,0,1,polygon
CORR,1,0,orats
CORS,1,0,orats
CORT,1,1,both
CORV,1,0,orats
CORZ,1,0,orats
COSI,1,0,orats
COSM,1,1,both
COST,1,1,both
COSW,1,0,orats
COT,1,0,orats
COTV,1,0,orats
COTY,1,1,both
COUP,1,0,orats
COUR,1,1,both
COV,1,0,orats
COVS,1,0,orats
COW,1,0,orats
COWB,1,0,orats
COWG,1,1,both
COWN,1,0,orats
COWS,1,1,both
COWTF,1,0,orats
COWZ,1,1,both
COYA,1,1,both
COYY,1,0,orats
COZX,1,0,orats
CP,1,1,both
CPA,1,1,both
CPAC,0,1,polygon
CPAI,0,1,polygon
CPAY,1,0,orats
CPB,1,1,both
CPBI,0,1,polygon
CPBY,1,0,orats
CPC,1,0,orats
CPE,1,1,both
CPER,1,1,both
CPF,1,1,both
CPG,1,1,both
CPGX,1,0,orats
CPHC,0,1,polygon
CPHD,1,0,orats
CPHI,0,1,polygon
CPII,1,1,both
CPIX,1,1,both
CPK,1,1,both
CPKI,1,0,orats
CPL,1,0,orats
CPLA,1,0,orats
CPLG,1,0,orats
CPLP,1,1,both
CPLS,0,1,polygon
CPN,1,0,orats
CPNG,1,1,both
CPNLQ,1,0,orats
CPNO,1,0,orats
CPO,1,0,orats
CPOP,0,1,polygon
CPPL,1,0,orats
CPRI,1,1,both
CPRT,1,1,both
CPRX,1,1,both
CPS,1,1,both
CPSH,1,1,both
CPSI,1,1,both
CPSL,1,0,orats
CPSS,1,1,both
CPST,1,0,orats
CPT,1,1,both
CPTA,1,0,orats
CPTK,0,1,polygon
CPTN,0,1,polygon
CPTNW,0,1,polygon
CPTS,1,0,orats
CPUH,1,0,orats
CPWM,1,0,orats
CPWR,1,0,orats
CPX,1,0,orats
CPXR,1,0,orats
CPXX,1,0,orats
CPZ,0,1,polygon
CQB,1,0,orats
CQH,1,0,orats
CQP,1,1,both
CQQQ,1,1,both
CR,1,1,both
CRA,1,0,orats
CRAI,1,1,both
CRAK,1,1,both
CRAY,1,0,orats
CRBC,1,0,orats
CRBG,1,1,both
CRBN,1,1,both
CRBP,1,1,both
CRBQ,1,0,orats
CRBU,1,1,both
CRC,1,1,both
CRCA,1,0,orats
CRCD,1,0,orats
CRCG,1,0,orats
CRCL,1,0,orats
CRCM,1,0,orats
CRCO,1,0,orats
CRCT,1,1,both
CRD.A,0,1,polygon
CRD.B,0,1,polygon
CRDC,1,0,orats
CRDF,1,1,both
CRDL,1,1,both
CRDN,1,0,orats
CRDO,1,1,both
CRDT,0,1,polygon
CRDU,1,0,orats
CRD_A,1,0,orats
CREAF,1,0,orats
CRED,1,0,orats
CREE,1,0,orats
CREG,1,1,both
CRESW,0,1,polygon
CRESY,1,1,both
CREV,0,1,polygon
CREVW,0,1,polygon
CREX,0,1,polygon
CRF,0,1,polygon
CRGE,1,1,both
CRGN,1,0,orats
CRGO,0,1,polygon
CRGOW,0,1,polygon
CRGX,1,1,both
CRGY,1,1,both
CRH,1,1,both
CRHC,1,0,orats
CRI,1,1,both
CRIC,1,0,orats
CRIS,1,1,both
CRIT,1,1,both
CRK,1,1,both
CRKN,0,1,polygon
CRL,1,1,both
CRM,1,1,both
CRMD,1,1,both
CRME,1,0,orats
CRMG,1,0,orats
CRML,1,0,orats
CRMT,1,1,both
CRMX,1,0,orats
CRN,1,0,orats
CRNC,1,1,both
CRNT,1,1,both
CRNX,1,1,both
CROC,1,0,orats
CRON,1,1,both
CROP,1,0,orats
CROX,1,1,both
CRPT,1,1,both
CRR,1,0,orats
CRRC,1,0,orats
CRRRF,1,0,orats
CRS,1,1,both
CRSA,1,0,orats
CRSH,1,0,orats
CRSP,1,1,both
CRSR,1,1,both
CRT,0,1,polygon
CRTC,1,1,both
CRTD,1,0,orats
CRTO,1,1,both
CRTX,1,0,orats
CRU,1,0,orats
CRUD,1,0,orats
CRUS,1,1,both
CRUZ,1,1,both
CRVL,1,1,both
CRVO,0,1,polygon
CRVS,1,1,both
CRWD,1,1,both
CRWG,1,0,orats
CRWL,1,0,orats
CRWN,1,0,orats
CRWS,1,1,both
CRWU,1,0,orats
CRWV,1,0,orats
CRX,1,0,orats
CRXL,1,0,orats
CRXLY,1,0,orats
CRXX,1,0,orats
CRY,1,0,orats
CRYP,1,0,orats
CRYXF,1,0,orats
CRZ,1,0,orats
CRZO,1,0,orats
CS,1,0,orats
CSA,1,1,both
CSAL,1,0,orats
CSAN,1,1,both
CSB,1,1,both
CSBK,1,0,orats
CSBR,1,1,both
CSC,1,0,orats
CSCD,1,0,orats
CSCO,1,1,both
CSD,1,1,both
CSE,1,0,orats
CSEX,1,0,orats
CSF,0,1,polygon
CSFL,1,0,orats
CSG,1,0,orats
CSGP,1,1,both
CSGS,1,1,both
CSH,1,0,orats
CSHI,0,1,polygon
CSHR,1,0,orats
CSHZ,1,0,orats
CSII,1,0,orats
CSIQ,1,1,both
CSJ,1,0,orats
CSK,1,0,orats
CSKE,1,0,orats
CSKI,1,0,orats
CSL,1,1,both
CSLM,0,1,polygon
CSLMR,0,1,polygon
CSLMW,0,1,polygon
CSLR,0,1,polygon
CSLRW,0,1,polygon
CSLT,1,0,orats
CSM,1,1,both
CSMD,0,1,polygon
CSML,0,1,polygon
CSOD,1,0,orats
CSPI,0,1,polygon
CSPR,1,0,orats
CSQ,0,1,polygon
CSR,1,1,both
CSRA,1,0,orats
CSRE,1,0,orats
CSRpC,0,1,polygon
CSSE,1,1,both
CSSEL,0,1,polygon
CSSEN,0,1,polygon
CSSEP,0,1,polygon
CST,1,0,orats
CSTA,0,1,polygon
CSTA.U,0,1,polygon
CSTA.WS,0,1,polygon
CSTE,1,1,both
CSTL,1,1,both
CSTM,1,1,both
CSTR,1,1,both
CSU,1,0,orats
CSUN,1,0,orats
CSUND,1,0,orats
CSUNY,1,0,orats
CSV,1,1,both
CSW,1,0,orats
CSWC,1,1,both
CSWCZ,0,1,polygon
CSWI,1,1,both
CSX,1,1,both
CT,1,0,orats
CTA,1,1,both
CTAS,1,1,both
CTApA,0,1,polygon
CTApB,0,1,polygon
CTB,1,0,orats
CTBB,0,1,polygon
CTBI,1,1,both
CTC,1,0,orats
CTCM,1,0,orats
CTCO,1,0,orats
CTCT,1,0,orats
CTCX,0,1,polygon
CTCXW,0,1,polygon
CTDC,1,0,orats
CTDD,0,1,polygon
CTE,1,0,orats
CTEC,1,1,both
CTEL,1,0,orats
CTESY,1,0,orats
CTEV,1,0,orats
CTEX,1,1,both
CTFO,1,0,orats
CTG,1,0,orats
CTGO,1,1,both
CTGX,1,0,orats
CTHR,1,1,both
CTIC,1,0,orats
CTICD,1,0,orats
CTKB,1,1,both
CTL,1,0,orats
CTLP,1,1,both
CTLT,1,1,both
CTM,0,1,polygon
CTMX,1,1,both
CTNM,1,0,orats
CTNT,0,1,polygon
CTO,1,1,both
CTOS,1,1,both
CTOS.WS,0,1,polygon
CTOpA,0,1,polygon
CTR,1,1,both
CTRA,1,1,both
CTRC,1,0,orats
CTRE,1,1,both
CTRI,1,0,orats
CTRL,1,0,orats
CTRM,1,1,both
CTRN,1,1,both
CTRP,1,0,orats
CTRX,1,0,orats
CTS,1,1,both
CTSH,1,1,both
CTSO,1,1,both
CTST,1,0,orats
CTT,1,0,orats
CTV,1,1,both
CTV.WS,0,1,polygon
CTVA,1,1,both
CTWS,1,0,orats
CTX,1,0,orats
CTXR,1,1,both
CTXS,1,0,orats
CU,1,0,orats
CUB,1,0,orats
CUBA,0,1,polygon
CUBB,0,1,polygon
CUBE,1,1,both
CUBI,1,1,both
CUBIpE,0,1,polygon
CUBIpF,0,1,polygon
CUDA,1,0,orats
CUE,1,1,both
CUI,1,0,orats
CUK,1,1,both
CULL,0,1,polygon
CULP,1,1,both
CUNB,1,0,orats
CUP,1,0,orats
CUR,1,0,orats
CURB,1,0,orats
CURE,1,1,both
CURI,1,1,both
CURIW,0,1,polygon
CURO,1,1,both
CURV,1,1,both
CUSD,1,0,orats
CUT,1,1,both
CUTR,1,1,both
CUZ,1,1,both
CVA,1,0,orats
CVAC,1,1,both
CVAR,0,1,polygon
CVBF,1,1,both
CVC,1,0,orats
CVCO,1,1,both
CVCY,1,1,both
CVD,1,0,orats
CVE,1,1,both
CVE.WS,0,1,polygon
CVEO,1,1,both
CVET,1,0,orats
CVG,1,0,orats
CVGI,1,1,both
CVGW,1,1,both
CVH,1,0,orats
CVI,1,1,both
CVIA,1,0,orats
CVIE,1,1,both
CVII,1,1,both
CVII.U,0,1,polygon
CVII.WS,0,1,polygon
CVKD,0,1,polygon
CVLB,1,0,orats
CVLC,1,1,both
CVLG,1,1,both
CVLT,1,1,both
CVLY,0,1,polygon
CVM,1,1,both
CVMC,1,1,both
CVNA,1,1,both
CVNS,1,0,orats
CVNY,1,0,orats
CVO,1,0,orats
CVP,1,0,orats
CVR,0,1,polygon
CVRD,0,1,polygon
CVRR,1,0,orats
CVRT,0,1,polygon
CVRX,1,1,both
CVS,1,1,both
CVSA,1,0,orats
CVSB,0,1,polygon
CVSE,1,1,both
CVT,1,0,orats
CVTI,1,0,orats
CVTX,1,0,orats
CVU,1,1,both
CVV,0,1,polygon
CVVT,1,0,orats
CVX,1,1,both
CVY,1,1,both
CW,1,1,both
CWAN,1,1,both
CWB,1,1,both
CWBC,1,1,both
CWCO,1,1,both
CWD,0,1,polygon
CWEB,1,1,both
CWEN,1,1,both
CWEN.A,0,1,polygon
CWH,1,1,both
CWI,1,1,both
CWII,1,0,orats
CWK,1,1,both
CWS,1,1,both
CWST,1,1,both
CWT,1,1,both
CWTR,1,0,orats
CWTRQ,1,0,orats
CWVX,1,0,orats
CX,1,1,both
CXAI,1,1,both
CXAIW,0,1,polygon
CXDC,1,0,orats
CXDO,1,1,both
CXE,0,1,polygon
CXG,1,0,orats
CXH,0,1,polygon
CXM,1,1,both
CXO,1,0,orats
CXP,1,0,orats
CXPO,1,0,orats
CXR,1,0,orats
CXRX,1,0,orats
CXS,1,0,orats
CXSE,1,1,both
CXT,1,1,both
CXW,1,1,both
CY,1,0,orats
CYA,0,1,polygon
CYAN,0,1,polygon
CYB,1,0,orats
CYBE,1,0,orats
CYBN,1,1,both
CYBR,1,1,both
CYBS,1,0,orats
CYBX,1,0,orats
CYC,1,0,orats
CYCC,1,1,both
CYCCP,0,1,polygon
CYCL,1,0,orats
CYCN,1,1,both
CYD,1,1,both
CYH,1,1,both
CYMI,1,0,orats
CYN,1,1,both
CYNA,1,0,orats
CYNI,1,0,orats
CYNO,1,0,orats
CYOU,1,0,orats
CYPB,1,0,orats
CYPH,1,0,orats
CYRN,1,0,orats
CYRV,1,0,orats
CYRX,1,1,both
CYS,1,0,orats
CYT,1,1,both
CYTC,1,0,orats
CYTH,0,1,polygon
CYTHW,0,1,polygon
CYTK,1,1,both
CYTO,1,1,both
CYTR,1,0,orats
CYTX,1,0,orats
CYXT,1,0,orats
CZA,0,1,polygon
CZAR,0,1,polygon
CZFS,0,1,polygon
CZI,1,0,orats
CZM,1,0,orats
CZN,1,0,orats
CZNC,1,1,both
CZOO,1,1,both
CZR,1,1,both
CZWI,0,1,polygon
CZZ,1,0,orats
C_BEN,1,0,orats
C_BLS,1,0,orats
C_CORE,1,0,orats
C_NRE,1,0,orats
CpJ,0,1,polygon
CpN,0,1,polygon
D,1,1,both
DA,1,0,orats
DAC,1,1,both
DADA,1,1,both
DADE,1,0,orats
DAI,1,0,orats
DAIO,1,1,both
DAKT,1,1,both
DAL,1,1,both
DALI,0,1,polygon
DALN,1,1,both
DALT,0,1,polygon
DAM,1,0,orats
DAN,1,1,both
DANG,1,0,orats
DAO,1,1,both
DAPP,1,1,both
DAPR,0,1,polygon
DAR,1,1,both
DARA,1,0,orats
DARE,1,1,both
DARP,0,1,polygon
DASH,1,1,both
DASX,1,0,orats
DAT,1,1,both
DATA,1,0,orats
DATE,1,0,orats
DATS,0,1,polygon
DATSW,0,1,polygon
DAUG,0,1,polygon
DAVA,1,1,both
DAVE,1,1,both
DAVEW,0,1,polygon
DAWN,1,1,both
DAX,1,1,both
DAY,1,0,orats
DB,1,1,both
DBA,1,1,both
DBAW,0,1,polygon
DBB,1,1,both
DBC,1,1,both
DBD,1,1,both
DBE,1,1,both
DBEF,1,1,both
DBEH,0,1,polygon
DBEM,1,1,both
DBEU,1,1,both
DBEZ,1,1,both
DBGI,0,1,polygon
DBGR,0,1,polygon
DBI,1,1,both
DBJA,0,1,polygon
DBJP,1,1,both
DBL,0,1,polygon
DBLE,1,0,orats
DBMF,1,1,both
DBND,0,1,polygon
DBO,1,1,both
DBP,1,1,both
DBRG,1,1,both
DBRGpH,0,1,polygon
DBRGpI,0,1,polygon
DBRGpJ,0,1,polygon
DBRN,1,0,orats
DBS,1,0,orats
DBTK,1,0,orats
DBTX,1,0,orats
DBV,1,0,orats
DBVT,1,1,both
DBX,1,1,both
DC,1,1,both
DC.WS,0,1,polygon
DCBO,1,1,both
DCEL,1,0,orats
DCF,0,1,polygon
DCFC,1,1,both
DCFCW,0,1,polygon
DCGN,1,0,orats
DCGNQ,1,0,orats
DCGO,1,1,both
DCH,1,0,orats
DCI,1,1,both
DCIX,1,0,orats
DCM,1,0,orats
DCMB,0,1,polygon
DCMYY,1,0,orats
DCNAQ,1,0,orats
DCO,1,1,both
DCOM,1,1,both
DCOMP,0,1,polygon
DCOR,1,1,both
DCP,1,0,orats
DCPH,1,1,both
DCRB,1,0,orats
DCRC,1,0,orats
DCT,1,0,orats
DCTH,1,1,both
DCX,1,0,orats
DD,1,1,both
DDAIF,1,0,orats
DDC,1,1,both
DDD,1,1,both
DDE,1,0,orats
DDEC,0,1,polygon
DDG,1,0,orats
DDI,0,1,polygon
DDIC,1,0,orats
DDIV,0,1,polygon
DDL,1,1,both
DDLS,1,1,both
DDM,1,1,both
DDMG,1,0,orats
DDMGQ,1,0,orats
DDOG,1,1,both
DDR,1,0,orats
DDS,1,1,both
DDT,0,1,polygon
DDUP,1,0,orats
DDWM,1,1,both
DDX,1,0,orats
DE,1,1,both
DEA,1,1,both
DEAC,1,0,orats
DEC,0,1,polygon
DECA,0,1,polygon
DECAW,0,1,polygon
DECK,1,1,both
DECO,1,0,orats
DECT,0,1,polygon
DECW,0,1,polygon
DECZ,0,1,polygon
DEED,0,1,polygon
DEEF,0,1,polygon
DEEP,1,1,both
DEER,1,0,orats
DEF,1,0,orats
DEFI,0,1,polygon
DEFT,1,0,orats
DEG,1,0,orats
DEH,1,0,orats
DEHP,0,1,polygon
DEI,1,1,both
DEIX,1,0,orats
DEL,1,0,orats
DELL,1,1,both
DEM,1,1,both
DEMZ,0,1,polygon
DEN,1,0,orats
DENN,1,1,both
DEO,1,1,both
DEP,1,0,orats
DEPO,1,0,orats
DERM,1,1,both
DES,1,1,both
DESC,1,0,orats
DESK,1,1,both
DESP,1,1,both
DEST,1,0,orats
DEUS,1,1,both
DEW,1,1,both
DEXO,1,0,orats
DF,1,0,orats
DFAC,1,1,both
DFAE,0,1,polygon
DFAI,1,1,both
DFAR,1,1,both
DFAS,1,1,both
DFAT,1,1,both
DFAU,1,1,both
DFAW,1,1,both
DFAX,1,1,both
DFBG,1,0,orats
DFC,1,0,orats
DFCA,0,1,polygon
DFCF,0,1,polygon
DFCLQ,1,0,orats
DFDV,1,0,orats
DFE,1,1,both
DFEB,0,1,polygon
DFEM,0,1,polygon
DFEN,1,1,both
DFEV,0,1,polygon
DFG,1,0,orats
DFGP,0,1,polygon
DFGR,1,1,both
DFGX,0,1,polygon
DFH,1,1,both
DFHY,0,1,polygon
DFI,1,0,orats
DFIC,1,1,both
DFIN,1,1,both
DFIP,1,1,both
DFIS,1,1,both
DFIV,1,1,both
DFJ,1,1,both
DFLI,1,1,both
DFLIW,0,1,polygon
DFLV,1,1,both
DFND,0,1,polygon
DFNL,1,1,both
DFNM,0,1,polygon
DFNS,1,0,orats
DFNV,0,1,polygon
DFP,0,1,polygon
DFR,1,0,orats
DFRA,0,1,polygon
DFRG,1,0,orats
DFS,1,1,both
DFSB,0,1,polygon
DFSD,0,1,polygon
DFSE,0,1,polygon
DFSI,0,1,polygon
DFSU,1,1,both
DFSV,1,1,both
DFT,1,0,orats
DFTX,1,0,orats
DFUS,1,1,both
DFUV,1,1,both
DFVL,1,0,orats
DFVS,1,0,orats
DFVX,1,1,both
DFX,1,0,orats
DFZ,1,0,orats
DG,1,1,both
DGCB,0,1,polygon
DGHI,0,1,polygon
DGI,1,0,orats
DGICA,1,1,both
DGICB,0,1,polygon
DGII,1,1,both
DGIN,1,1,both
DGIT,1,0,orats
DGL,1,0,orats
DGLY,1,1,both
DGNR,1,0,orats
DGNS,1,0,orats
DGNX,1,0,orats
DGP,0,1,polygon
DGRE,0,1,polygon
DGRO,1,1,both
DGRS,1,1,both
DGRW,1,1,both
DGS,1,1,both
DGT,1,1,both
DGW,1,0,orats
DGWIY,1,0,orats
DGX,1,1,both
DGXX,1,0,orats
DGZ,0,1,polygon
DH,1,1,both
DHAC,0,1,polygon
DHACW,0,1,polygon
DHC,1,1,both
DHCA,0,1,polygon
DHCNI,0,1,polygon
DHCNL,0,1,polygon
DHF,0,1,polygon
DHI,1,1,both
DHIL,0,1,polygon
DHOXQ,1,0,orats
DHR,1,1,both
DHS,1,1,both
DHT,1,1,both
DHX,1,1,both
DHY,0,1,polygon
DIA,1,1,both
DIAL,0,1,polygon
DIAX,0,1,polygon
DIBS,1,1,both
DICE,1,0,orats
DIDI,1,0,orats
DIEM,0,1,polygon
DIG,1,1,both
DIGE,1,0,orats
DIHP,1,1,both
DIM,0,1,polygon
DIN,1,1,both
DINO,1,1,both
DINT,0,1,polygon
DIOD,1,1,both
DIP,0,1,polygon
DIPS,1,0,orats
DIS,1,1,both
DISAD,1,0,orats
DISCA,1,0,orats
DISCK,1,0,orats
DISH,1,0,orats
DISO,1,1,both
DIST,0,1,polygon
DISTR,0,1,polygon
DISTW,0,1,polygon
DISV,1,1,both
DIT,0,1,polygon
DITC,1,0,orats
DIV,1,1,both
DIVB,1,1,both
DIVD,1,1,both
DIVG,0,1,polygon
DIVI,1,1,both
DIVL,0,1,polygon
DIVO,1,1,both
DIVS,0,1,polygon
DIVX,1,0,orats
DIVY,0,1,polygon
DIVZ,0,1,polygon
DJ,1,0,orats
DJAN,0,1,polygon
DJCB,0,1,polygon
DJCO,0,1,polygon
DJD,1,1,both
DJIA,1,1,both
DJO,1,0,orats
DJP,1,1,both
DJR,1,0,orats
DJT,1,0,orats
DJTU,1,0,orats
DJUL,0,1,polygon
DJUN,0,1,polygon
DJX,1,0,orats
DK,1,1,both
DKL,1,1,both
DKNG,1,1,both
DKS,1,1,both
DKUP,1,0,orats
DL,1,0,orats
DLA,0,1,polygon
DLB,1,1,both
DLHC,1,1,both
DLLL,1,0,orats
DLLR,1,0,orats
DLM,1,0,orats
DLN,1,1,both
DLNG,1,1,both
DLNGpA,0,1,polygon
DLNGpB,0,1,polygon
DLO,1,1,both
DLP,1,0,orats
DLPH,1,0,orats
DLPN,1,1,both
DLR,1,1,both
DLRpJ,0,1,polygon
DLRpK,0,1,polygon
DLRpL,0,1,polygon
DLS,1,1,both
DLTH,1,1,both
DLTR,1,1,both
DLX,1,1,both
DLY,0,1,polygon
DM,1,1,both
DMA,1,1,both
DMAC,1,1,both
DMAN,1,0,orats
DMAQ,0,1,polygon
DMAQR,0,1,polygon
DMAR,0,1,polygon
DMAT,1,1,both
DMAY,0,1,polygon
DMB,1,1,both
DMBS,0,1,polygon
DMCY,0,1,polygon
DMD,1,0,orats
DMDV,0,1,polygon
DMF,0,1,polygon
DMK,0,1,polygon
DMLP,1,1,both
DMND,1,0,orats
DMO,0,1,polygon
DMQ,1,0,orats
DMRC,1,1,both
DMTK,1,1,both
DMXF,0,1,polygon
DMYD,1,0,orats
DMYI,1,0,orats
DMYQ,1,0,orats
DMYT,1,0,orats
DMYY.U,0,1,polygon
DNA,1,1,both
DNA.WS,0,1,polygon
DNAA,1,0,orats
DNAY,1,0,orats
DNB,1,1,both
DNBK,1,0,orats
DND,1,0,orats
DNDN,1,0,orats
DNDNQ,1,0,orats
DNEX,1,0,orats
DNKN,1,0,orats
DNL,1,1,both
DNLI,1,1,both
DNMR,1,1,both
DNN,1,1,both
DNO,1,0,orats
DNOV,0,1,polygon
DNOW,1,1,both
DNP,0,1,polygon
DNR,1,0,orats
DNTH,1,1,both
DNUT,1,1,both
DO,1,1,both
DOC,1,1,both
DOCC,1,0,orats
DOCN,1,1,both
DOCS,1,1,both
DOCT,0,1,polygon
DOCU,1,1,both
DOG,1,1,both
DOGD,1,0,orats
DOGG,0,1,polygon
DOGZ,1,1,both
DOJE,1,0,orats
DOL,1,1,both
DOLE,1,1,both
DOLN,1,0,orats
DOLNQ,1,0,orats
DOM,1,0,orats
DOMA,1,1,both
DOMH,1,1,both
DOMO,1,1,both
DOMR,1,0,orats
DON,1,1,both
DOO,1,0,orats
DOOO,1,1,both
DOOR,1,1,both
DORM,1,1,both
DOT,1,0,orats
DOUG,1,1,both
DOV,1,1,both
DOVA,1,0,orats
DOW,1,1,both
DOX,1,1,both
DOYU,1,1,both
DOZR,1,0,orats
DPC,1,0,orats
DPCS,0,1,polygon
DPCSW,0,1,polygon
DPG,0,1,polygon
DPHC,1,0,orats
DPHIQ,1,0,orats
DPK,1,0,orats
DPL,1,0,orats
DPLO,1,0,orats
DPM,1,0,orats
DPRO,1,1,both
DPS,1,0,orats
DPSI,0,1,polygon
DPST,1,1,both
DPTR,1,0,orats
DPTRD,1,0,orats
DPTRQ,1,0,orats
DPW,1,0,orats
DPZ,1,1,both
DQ,1,1,both
DRAD,1,0,orats
DRAG,1,0,orats
DRAM,1,0,orats
DRC,1,0,orats
DRCO,1,0,orats
DRCT,0,1,polygon
DRD,1,1,both
DRE,1,0,orats
DRG,1,0,orats
DRGN,1,0,orats
DRH,1,1,both
DRHpA,0,1,polygon
DRI,1,1,both
DRII,1,0,orats
DRIO,1,1,both
DRIP,1,1,both
DRIV,1,1,both
DRL,1,0,orats
DRLL,1,1,both
DRMA,0,1,polygon
DRMAW,0,1,polygon
